   1 PMI_000009-RA
   1 PMI_000012-RA
   1 PMI_000022-RA
   1 PMI_000025-RA
   1 PMI_000027-RA
   1 PMI_000028-RA
   1 PMI_000034-RA
   1 PMI_000036-RA
   1 PMI_000044-RA
   1 PMI_000047-RA
   1 PMI_000048-RA
   1 PMI_000050-RA
   1 PMI_000051-RA
   1 PMI_000053-RA
   1 PMI_000056-RA
   1 PMI_000057-RA
   1 PMI_000059-RA
   1 PMI_000079-RA
   1 PMI_000082-RA
   1 PMI_000086-RA
   1 PMI_000087-RA
   1 PMI_000097-RA
   1 PMI_000098-RA
   1 PMI_000102-RA
   1 PMI_000105-RA
   1 PMI_000106-RA
   1 PMI_000111-RA
   1 PMI_000114-RA
   1 PMI_000117-RA
   1 PMI_000118-RA
   1 PMI_000122-RA
   1 PMI_000124-RA
   1 PMI_000138-RA
   1 PMI_000143-RA
   1 PMI_000148-RA
   1 PMI_000166-RA
   1 PMI_000167-RA
   1 PMI_000168-RA
   1 PMI_000171-RA
   1 PMI_000172-RA
   1 PMI_000183-RA
   1 PMI_000198-RA
   1 PMI_000199-RA
   1 PMI_000200-RA
   1 PMI_000201-RA
   1 PMI_000210-RA
   1 PMI_000210-RB
   1 PMI_000214-RA
   1 PMI_000215-RA
   1 PMI_000221-RA
   1 PMI_000227-RA
   1 PMI_000228-RA
   1 PMI_000229-RA
   1 PMI_000230-RA
   1 PMI_000249-RA
   1 PMI_000250-RA
   1 PMI_000251-RA
   1 PMI_000253-RA
   1 PMI_000271-RA
   1 PMI_000275-RA
   1 PMI_000277-RA
   1 PMI_000284-RA
   1 PMI_000285-RA
   1 PMI_000286-RA
   1 PMI_000292-RA
   1 PMI_000295-RA
   1 PMI_000297-RA
   1 PMI_000299-RA
   1 PMI_000308-RA
   1 PMI_000311-RA
   1 PMI_000316-RA
   1 PMI_000319-RA
   1 PMI_000321-RA
   1 PMI_000326-RA
   1 PMI_000327-RA
   1 PMI_000328-RA
   1 PMI_000329-RA
   1 PMI_000331-RA
   1 PMI_000333-RA
   1 PMI_000340-RA
   1 PMI_000342-RA
   1 PMI_000353-RA
   1 PMI_000355-RA
   1 PMI_000366-RA
   1 PMI_000369-RA
   1 PMI_000371-RA
   1 PMI_000382-RA
   1 PMI_000384-RA
   1 PMI_000390-RA
   1 PMI_000393-RA
   1 PMI_000394-RA
   1 PMI_000397-RA
   1 PMI_000399-RA
   1 PMI_000403-RA
   1 PMI_000410-RA
   1 PMI_000414-RA
   1 PMI_000427-RA
   1 PMI_000429-RA
   1 PMI_000430-RA
   1 PMI_000438-RA
   1 PMI_000441-RA
   1 PMI_000442-RA
   1 PMI_000443-RA
   1 PMI_000452-RA
   1 PMI_000454-RA
   1 PMI_000455-RA
   1 PMI_000458-RA
   1 PMI_000464-RA
   1 PMI_000466-RA
   1 PMI_000470-RA
   1 PMI_000471-RA
   1 PMI_000483-RA
   1 PMI_000485-RA
   1 PMI_000486-RA
   1 PMI_000487-RA
   1 PMI_000489-RA
   1 PMI_000501-RA
   1 PMI_000505-RA
   1 PMI_000511-RA
   1 PMI_000512-RA
   1 PMI_000519-RA
   1 PMI_000520-RA
   1 PMI_000526-RA
   1 PMI_000533-RA
   1 PMI_000537-RA
   1 PMI_000538-RA
   1 PMI_000543-RA
   1 PMI_000545-RA
   1 PMI_000546-RA
   1 PMI_000549-RA
   1 PMI_000552-RA
   1 PMI_000553-RA
   1 PMI_000554-RA
   1 PMI_000566-RA
   1 PMI_000567-RA
   1 PMI_000568-RA
   1 PMI_000577-RA
   1 PMI_000580-RA
   1 PMI_000583-RA
   1 PMI_000584-RA
   1 PMI_000593-RA
   1 PMI_000595-RA
   1 PMI_000597-RA
   1 PMI_000606-RA
   1 PMI_000607-RA
   1 PMI_000608-RA
   1 PMI_000613-RA
   1 PMI_000621-RA
   1 PMI_000624-RA
   1 PMI_000625-RA
   1 PMI_000628-RA
   1 PMI_000645-RA
   1 PMI_000650-RA
   1 PMI_000651-RA
   1 PMI_000658-RA
   1 PMI_000661-RA
   1 PMI_000662-RA
   1 PMI_000665-RA
   1 PMI_000668-RA
   1 PMI_000681-RA
   1 PMI_000683-RA
   1 PMI_000684-RA
   1 PMI_000685-RA
   1 PMI_000690-RA
   1 PMI_000691-RA
   1 PMI_000694-RA
   1 PMI_000696-RA
   1 PMI_000700-RA
   1 PMI_000701-RA
   1 PMI_000705-RA
   1 PMI_000707-RA
   1 PMI_000726-RA
   1 PMI_000733-RA
   1 PMI_000748-RA
   1 PMI_000749-RA
   1 PMI_000752-RA
   1 PMI_000753-RA
   1 PMI_000763-RA
   1 PMI_000770-RA
   1 PMI_000773-RA
   1 PMI_000777-RA
   1 PMI_000780-RA
   1 PMI_000791-RA
   1 PMI_000799-RA
   1 PMI_000804-RA
   1 PMI_000812-RA
   1 PMI_000815-RA
   1 PMI_000818-RA
   1 PMI_000827-RA
   1 PMI_000828-RA
   1 PMI_000833-RA
   1 PMI_000838-RA
   1 PMI_000839-RA
   1 PMI_000844-RA
   1 PMI_000856-RA
   1 PMI_000857-RA
   1 PMI_000858-RA
   1 PMI_000860-RA
   1 PMI_000866-RA
   1 PMI_000875-RA
   1 PMI_000877-RA
   1 PMI_000880-RA
   1 PMI_000882-RA
   1 PMI_000887-RA
   1 PMI_000891-RA
   1 PMI_000894-RA
   1 PMI_000914-RA
   1 PMI_000926-RA
   1 PMI_000932-RA
   1 PMI_000935-RA
   1 PMI_000944-RA
   1 PMI_000947-RA
   1 PMI_000952-RA
   1 PMI_000964-RA
   1 PMI_000966-RA
   1 PMI_000974-RA
   1 PMI_000985-RA
   1 PMI_000986-RA
   1 PMI_000992-RA
   1 PMI_001005-RA
   1 PMI_001010-RA
   1 PMI_001011-RA
   1 PMI_001017-RA
   1 PMI_001018-RA
   1 PMI_001045-RA
   1 PMI_001049-RA
   1 PMI_001051-RA
   1 PMI_001052-RA
   1 PMI_001056-RA
   1 PMI_001058-RA
   1 PMI_001059-RA
   1 PMI_001067-RA
   1 PMI_001070-RA
   1 PMI_001077-RA
   1 PMI_001079-RA
   1 PMI_001084-RA
   1 PMI_001092-RA
   1 PMI_001099-RA
   1 PMI_001104-RA
   1 PMI_001114-RA
   1 PMI_001115-RA
   1 PMI_001118-RA
   1 PMI_001119-RA
   1 PMI_001122-RA
   1 PMI_001133-RA
   1 PMI_001141-RA
   1 PMI_001154-RA
   1 PMI_001156-RA
   1 PMI_001158-RA
   1 PMI_001159-RA
   1 PMI_001163-RA
   1 PMI_001164-RA
   1 PMI_001168-RA
   1 PMI_001173-RA
   1 PMI_001175-RA
   1 PMI_001180-RA
   1 PMI_001182-RA
   1 PMI_001186-RA
   1 PMI_001187-RA
   1 PMI_001197-RA
   1 PMI_001207-RA
   1 PMI_001210-RA
   1 PMI_001217-RA
   1 PMI_001240-RA
   1 PMI_001244-RA
   1 PMI_001247-RA
   1 PMI_001254-RA
   1 PMI_001257-RA
   1 PMI_001259-RA
   1 PMI_001267-RA
   1 PMI_001268-RA
   1 PMI_001278-RA
   1 PMI_001290-RA
   1 PMI_001291-RA
   1 PMI_001293-RA
   1 PMI_001314-RA
   1 PMI_001315-RA
   1 PMI_001317-RA
   1 PMI_001320-RA
   1 PMI_001322-RA
   1 PMI_001327-RA
   1 PMI_001331-RA
   1 PMI_001352-RA
   1 PMI_001353-RA
   1 PMI_001354-RA
   1 PMI_001359-RA
   1 PMI_001371-RA
   1 PMI_001372-RA
   1 PMI_001373-RA
   1 PMI_001374-RA
   1 PMI_001376-RA
   1 PMI_001381-RA
   1 PMI_001383-RA
   1 PMI_001384-RA
   1 PMI_001390-RA
   1 PMI_001391-RA
   1 PMI_001393-RA
   1 PMI_001395-RA
   1 PMI_001407-RA
   1 PMI_001415-RA
   1 PMI_001420-RA
   1 PMI_001438-RA
   1 PMI_001450-RA
   1 PMI_001453-RA
   1 PMI_001456-RA
   1 PMI_001463-RA
   1 PMI_001466-RA
   1 PMI_001471-RA
   1 PMI_001488-RA
   1 PMI_001496-RA
   1 PMI_001501-RA
   1 PMI_001504-RA
   1 PMI_001506-RA
   1 PMI_001508-RA
   1 PMI_001512-RA
   1 PMI_001513-RA
   1 PMI_001517-RA
   1 PMI_001519-RA
   1 PMI_001529-RA
   1 PMI_001541-RA
   1 PMI_001546-RA
   1 PMI_001547-RA
   1 PMI_001570-RA
   1 PMI_001575-RA
   1 PMI_001578-RA
   1 PMI_001582-RA
   1 PMI_001584-RA
   1 PMI_001585-RA
   1 PMI_001587-RA
   1 PMI_001588-RA
   1 PMI_001597-RA
   1 PMI_001599-RA
   1 PMI_001603-RA
   1 PMI_001616-RA
   1 PMI_001620-RA
   1 PMI_001622-RA
   1 PMI_001624-RA
   1 PMI_001638-RA
   1 PMI_001655-RA
   1 PMI_001657-RA
   1 PMI_001659-RA
   1 PMI_001660-RA
   1 PMI_001661-RA
   1 PMI_001672-RA
   1 PMI_001675-RA
   1 PMI_001676-RA
   1 PMI_001677-RA
   1 PMI_001678-RA
   1 PMI_001680-RA
   1 PMI_001690-RA
   1 PMI_001691-RA
   1 PMI_001695-RA
   1 PMI_001711-RA
   1 PMI_001712-RA
   1 PMI_001713-RA
   1 PMI_001715-RA
   1 PMI_001717-RA
   1 PMI_001722-RA
   1 PMI_001729-RA
   1 PMI_001733-RA
   1 PMI_001734-RA
   1 PMI_001737-RA
   1 PMI_001741-RA
   1 PMI_001753-RA
   1 PMI_001756-RA
   1 PMI_001758-RA
   1 PMI_001762-RA
   1 PMI_001764-RA
   1 PMI_001770-RA
   1 PMI_001771-RA
   1 PMI_001773-RA
   1 PMI_001776-RA
   1 PMI_001779-RA
   1 PMI_001801-RA
   1 PMI_001805-RA
   1 PMI_001807-RA
   1 PMI_001808-RA
   1 PMI_001816-RA
   1 PMI_001821-RA
   1 PMI_001832-RA
