Phel_contig_10	PMI_012203-RA	31.87	160	84	8	397	855	117	258	6e-14	72.4
Phel_contig_100	PMI_000464-RA	75.80	500	67	6	9607	8120	13	462	0.0	  686
Phel_contig_1000	PMI_015227-RA	72.94	436	117	1	205	1512	31	465	0.0	  604
Phel_contig_10002	PMI_022942-RA	57.14	63	27	0	2997	2809	77	139	2e-16	81.3
Phel_contig_10004	PMI_005905-RA	71.64	67	18	1	222	422	50	115	5e-22	89.0
Phel_contig_10005	PMI_012296-RA	39.82	113	63	4	1311	979	349	458	5e-15	76.6
Phel_contig_10006	PMI_015289-RB	90.64	267	25	0	828	28	352	618	1e-160	  467
Phel_contig_10011	PMI_028962-RA	47.47	198	86	2	1472	879	31	210	5e-41	  148
Phel_contig_10021	PMI_024230-RA	88.44	147	9	1	1394	1834	1	139	2e-70	  231
Phel_contig_10025	PMI_019960-RA	72.00	75	19	1	270	494	19	91	5e-30	  120
Phel_contig_10026	PMI_016475-RA	66.28	86	28	1	341	598	25	109	3e-32	  119
Phel_contig_10030	PMI_027421-RA	82.67	150	26	0	1998	1549	1	150	6e-83	  266
Phel_contig_10031	PMI_012814-RA	53.83	483	209	5	110	1528	1	479	9e-160	  473
Phel_contig_10034	PMI_011247-RA	82.89	643	98	3	3257	1338	1	634	0.0	 1041
Phel_contig_10037	PMI_028445-RA	42.31	104	55	3	922	1227	31	131	4e-17	80.5
Phel_contig_10040	PMI_010606-RA	69.52	456	74	5	1948	614	45	446	0.0	  602
Phel_contig_10043	PMI_013412-RA	64.29	98	34	1	3	296	140	236	5e-29	  119
Phel_contig_10044	PMI_017390-RA	49.22	256	120	5	756	1	644	893	3e-62	  226
Phel_contig_10047	PMI_000353-RA	73.04	115	26	2	24	368	1294	1403	5e-38	  141
Phel_contig_10049	PMI_001870-RA	77.59	415	91	2	1674	430	1	413	0.0	  682
Phel_contig_10050	PMI_022126-RA	70.06	167	50	0	2033	1533	9	175	4e-82	  264
Phel_contig_10053	PMI_017390-RA	49.22	256	120	6	756	1	644	893	9e-64	  223
Phel_contig_10054	PMI_025453-RA	31.36	220	132	5	839	198	66	272	3e-25	  102
Phel_contig_10058	PMI_019175-RA	30.60	183	122	3	203	751	195	372	2e-17	85.1
Phel_contig_10060	PMI_007522-RA	59.33	386	151	2	1141	2	1440	1825	1e-95	  316
Phel_contig_10068	PMI_009187-RA	82.88	333	40	2	3	1001	93	408	0.0	  538
Phel_contig_10069	PMI_003256-RA	56.91	492	71	6	318	1793	258	608	3e-170	  515
Phel_contig_10070	PMI_011059-RA	76.74	43	10	0	2218	2090	337	379	2e-13	72.8
Phel_contig_10071	PMI_006361-RA	57.41	54	23	0	162	1	16	69	1e-13	68.2
Phel_contig_10072	PMI_021713-RA	36.40	239	121	7	55	750	32	246	1e-37	  137
Phel_contig_10074	PMI_026876-RA	86.13	137	6	1	323	733	1	124	4e-77	  233
Phel_contig_10076	PMI_021502-RA	60.64	94	29	1	284	3	28	113	2e-34	  124
Phel_contig_10078	PMI_011034-RA	80.77	78	15	0	2	235	237	314	6e-33	  133
Phel_contig_10081	PMI_028319-RA	77.78	126	27	1	139	513	1	126	6e-59	  188
Phel_contig_1009	PMI_025240-RA	71.30	338	96	1	2558	1545	1	337	8e-165	  488
Phel_contig_10090	PMI_017391-RA	64.82	307	71	3	2530	1610	160	429	7e-130	  399
Phel_contig_10096	PMI_007661-RA	96.92	422	13	0	2449	1184	30	451	0.0	  828
Phel_contig_101	PMI_019597-RA	73.13	469	104	1	2	1408	27	473	0.0	  734
Phel_contig_1010	PMI_005549-RA	82.18	101	16	1	1910	1608	1260	1358	2e-34	  143
Phel_contig_10101	PMI_009185-RA	87.54	321	29	1	963	1	82	391	0.0	  585
Phel_contig_10103	PMI_007896-RA	68.02	222	60	4	134	793	1	213	3e-74	  242
Phel_contig_10104	PMI_004834-RA	53.52	256	81	8	4	669	413	664	3e-48	  189
Phel_contig_10105	PMI_026140-RA	72.48	218	14	1	1519	2034	1	218	4e-95	  306
Phel_contig_10107	PMI_016257-RA	70.99	424	69	2	3065	1794	166	535	0.0	  581
Phel_contig_10108	PMI_017343-RA	56.59	182	22	4	5311	4775	1	128	3e-51	  181
Phel_contig_1011	PMI_005089-RA	60.41	197	70	2	3818	3228	8	196	1e-70	  237
Phel_contig_10111	PMI_005368-RA	64.77	281	88	1	731	1573	19	288	1e-125	  393
Phel_contig_10114	PMI_001130-RA	40.48	210	117	5	6	626	1126	1330	2e-36	  137
Phel_contig_10116	PMI_013255-RA	58.13	449	152	6	1	1332	42	459	1e-163	  479
Phel_contig_10117	PMI_013977-RA	77.65	170	25	3	10	510	11	170	6e-81	  249
Phel_contig_10119	PMI_020425-RA	90.84	273	25	0	574	1392	105	377	2e-157	  473
Phel_contig_1012	PMI_003954-RA	80.56	216	37	3	1142	1786	1	212	7e-109	  349
Phel_contig_10120	PMI_001661-RA	85.04	274	41	0	94	915	202	475	3e-174	  498
Phel_contig_10121	PMI_021841-RA	87.23	274	20	3	247	1056	131	393	2e-162	  481
Phel_contig_10126	PMI_004628-RA	29.25	253	153	9	753	40	245	486	4e-16	77.8
Phel_contig_10127	PMI_015723-RA	60.13	612	66	8	2436	4271	288	721	0.0	  681
Phel_contig_10128	PMI_018723-RA	97.50	80	2	0	288	527	35	114	6e-51	  167
Phel_contig_1013	PMI_000048-RA	69.81	785	108	12	4325	1983	91	750	0.0	 1026
Phel_contig_10130	PMI_009411-RA	62.75	553	154	11	3911	2331	1764	2290	2e-121	  425
Phel_contig_10132	PMI_021654-RA	80.00	35	7	0	66	170	1072	1106	2e-12	66.2
Phel_contig_10134	PMI_019742-RA	31.40	344	205	15	973	14	86	422	1e-34	  135
Phel_contig_10140	PMI_014046-RA	77.09	275	55	1	312	1112	49	323	3e-123	  375
Phel_contig_10147	PMI_000814-RA	87.27	55	4	2	193	348	1	55	8e-22	92.4
Phel_contig_10149	PMI_017556-RA	76.79	168	38	1	1087	587	75	242	6e-81	  254
Phel_contig_1015	PMI_016476-RA	65.32	124	32	6	3670	3320	104	223	1e-37	  143
Phel_contig_10150	PMI_022946-RA	62.43	173	61	2	358	873	2	171	2e-69	  226
Phel_contig_10153	PMI_011541-RA	43.00	200	104	2	606	19	169	362	2e-43	  155
Phel_contig_1016	PMI_017846-RA	67.52	545	126	4	489	2066	1	513	0.0	  732
Phel_contig_10160	PMI_025878-RA	75.26	384	41	2	3340	2189	1	330	4e-178	  531
Phel_contig_10161	PMI_016964-RA	50.78	128	63	0	686	303	258	385	2e-39	  149
Phel_contig_10166	PMI_015077-RA	66.23	228	65	3	3	683	25	241	4e-99	  296
Phel_contig_10167	PMI_005901-RA	64.90	339	73	3	187	1197	1	295	9e-146	  427
Phel_contig_10172	PMI_024312-RA	70.34	290	39	1	1	870	108	350	1e-139	  417
Phel_contig_10173	PMI_008249-RA	75.00	56	11	1	175	342	1	53	1e-19	87.0
Phel_contig_10176	PMI_023970-RA	67.84	199	34	1	49	555	13	211	7e-95	  278
Phel_contig_10179	PMI_005349-RA	88.06	67	8	0	2	202	240	306	3e-32	  124
Phel_contig_10182	PMI_013688-RA	61.93	176	57	3	3	503	53	227	2e-45	  156
Phel_contig_10188	PMI_013465-RA	86.22	479	45	1	699	2072	330	808	0.0	  830
Phel_contig_10189	PMI_004073-RA	69.51	164	48	2	3	491	503	665	6e-71	  237
Phel_contig_1019	PMI_016902-RA	64.38	730	189	10	7496	5337	1	669	0.0	  931
Phel_contig_10194	PMI_004856-RA	75.83	120	26	3	3453	3097	400	517	8e-37	  147
Phel_contig_10199	PMI_022983-RA	70.83	48	14	0	471	614	159	206	8e-15	71.6
Phel_contig_102	PMI_018278-RA	91.67	84	7	0	7498	7247	5	88	4e-45	  162
Phel_contig_1020	PMI_001688-RA	51.15	174	81	3	76	588	769	941	1e-41	  152
Phel_contig_10200	PMI_001333-RA	62.15	354	46	5	2	1060	383	649	7e-139	  417
Phel_contig_10201	PMI_001045-RA	64.50	262	44	2	2101	1325	217	432	7e-83	  274
Phel_contig_10202	PMI_015090-RA	59.76	584	176	11	157	1776	691	1259	1e-122	  409
Phel_contig_10203	PMI_028800-RA	53.15	143	62	3	549	133	22	163	6e-47	  154
Phel_contig_10206	PMI_027666-RA	70.49	183	54	0	61	609	1	183	3e-85	  269
Phel_contig_10207	PMI_000503-RA	44.26	61	31	2	361	534	43	103	2e-08	53.9
Phel_contig_10209	PMI_022279-RA	55.57	763	256	15	3	2273	33	718	0.0	  626
Phel_contig_1021	PMI_014858-RA	87.50	40	5	0	1	120	357	396	1e-12	70.1
Phel_contig_10212	PMI_006760-RA	84.51	439	59	1	4	1293	631	1069	0.0	  789
Phel_contig_10213	PMI_013851-RA	94.76	286	15	0	176	1033	1	286	0.0	  541
Phel_contig_10215	PMI_019216-RA	37.33	217	110	7	448	1035	1	212	4e-24	  102
Phel_contig_10217	PMI_020635-RA	98.55	138	2	0	6	419	1	138	2e-96	  282
Phel_contig_1022	PMI_014122-RA	79.76	84	5	1	933	682	1	72	4e-38	  132
Phel_contig_10222	PMI_007226-RA	72.43	185	51	0	150	704	9	193	9e-79	  259
Phel_contig_10224	PMI_000218-RA	70.11	87	26	0	262	2	3	89	6e-33	  126
Phel_contig_10226	PMI_010736-RA	60.78	51	20	0	594	746	221	271	1e-10	62.0
Phel_contig_10227	PMI_021085-RA	46.74	582	284	13	17	1729	388	954	7e-105	  366
Phel_contig_10228	PMI_017255-RA	65.84	404	109	4	24	1232	181	556	3e-152	  452
Phel_contig_10229	PMI_012385-RA	58.25	285	82	4	1395	559	12	265	8e-101	  318
Phel_contig_10238	PMI_011478-RB	84.09	44	7	0	134	3	1	44	1e-18	85.1
Phel_contig_10240	PMI_026917-RA	40.48	84	44	3	3	239	564	646	4e-10	58.9
Phel_contig_10248	PMI_026515-RA	66.67	51	17	0	2	154	107	157	8e-16	75.9
Phel_contig_10249	PMI_007769-RA	72.89	1136	254	18	4381	1055	100	1208	0.0	 1495
Phel_contig_10253	PMI_003890-RA	27.34	128	89	2	585	202	391	514	9e-11	60.5
Phel_contig_10256	PMI_019580-RA	45.71	560	276	14	1736	3388	7	547	1e-133	  435
Phel_contig_10258	PMI_007840-RA	66.91	417	130	3	1	1236	114	527	0.0	  574
Phel_contig_1026	PMI_015130-RA	88.65	185	21	0	2835	2281	1	185	1e-111	  353
Phel_contig_10260	PMI_016362-RA	71.28	94	27	0	539	258	120	213	1e-43	  147
Phel_contig_10261	PMI_023432-RA	74.83	302	72	1	158	1051	1	302	7e-171	  484
Phel_contig_10262	PMI_014011-RA	75.00	216	52	1	536	1183	13	226	3e-108	  329
Phel_contig_10264	PMI_015554-RA	86.67	45	6	0	615	481	248	292	2e-21	90.1
Phel_contig_10265	PMI_016645-RA	83.92	311	29	2	218	1087	50	360	1e-169	  502
Phel_contig_10269	PMI_023320-RA	69.72	284	80	3	2102	2935	4	287	2e-132	  415
Phel_contig_1027	PMI_020171-RA	90.56	445	13	3	693	2027	1	416	0.0	  793
Phel_contig_10272	PMI_003434-RA	85.22	230	18	1	1685	996	36	249	2e-127	  379
Phel_contig_10273	PMI_004577-RA	62.87	905	269	6	1021	3729	1	840	0.0	 1065
Phel_contig_10274	PMI_027965-RA	26.99	389	242	17	2654	1599	132	515	1e-21	  100
Phel_contig_10278	PMI_005829-RA	72.41	87	24	0	509	769	103	189	5e-33	  126
Phel_contig_10279	PMI_022286-RA	75.00	244	60	1	162	890	237	480	8e-123	  379
Phel_contig_10283	PMI_005245-RA	93.80	823	26	1	2	2395	347	1169	0.0	 1501
Phel_contig_10284	PMI_013460-RA	91.39	244	21	0	1	732	348	591	3e-167	  485
Phel_contig_1029	PMI_000857-RA	95.58	113	5	0	39	377	2	114	3e-72	  217
Phel_contig_10291	PMI_009391-RA	79.55	352	12	2	1058	3	116	407	0.0	  561
Phel_contig_10293	PMI_007512-RA	46.63	208	103	3	1135	1737	25	231	3e-34	  133
Phel_contig_10295	PMI_024873-RA	80.41	148	29	0	2553	2110	17	164	5e-77	  254
Phel_contig_10298	PMI_010856-RA	85.89	801	97	4	178	2577	2	787	0.0	 1303
Phel_contig_10302	PMI_025687-RA	68.15	336	100	3	414	1409	140	472	8e-153	  454
Phel_contig_10305	PMI_009731-RA	38.27	81	50	0	182	424	20	100	6e-11	61.2
Phel_contig_10306	PMI_003475-RA	72.94	473	109	7	1992	607	631	1095	1e-160	  508
Phel_contig_10311	PMI_012532-RA	95.83	240	9	1	266	982	134	373	8e-155	  461
Phel_contig_10312	PMI_003936-RA	48.84	86	40	4	3	254	126	209	9e-15	73.9
Phel_contig_10314	PMI_011927-RA	52.85	369	127	4	4695	3589	91	412	6e-116	  375
Phel_contig_10316	PMI_006954-RA	66.05	592	96	9	54	1781	380	882	0.0	  669
Phel_contig_10324	PMI_007895-RA	60.47	43	17	0	130	2	31	73	3e-12	64.3
Phel_contig_10326	PMI_028899-RA	98.44	64	1	0	247	438	1	64	2e-36	  128
Phel_contig_10327	PMI_018162-RA	89.00	100	11	0	2037	1738	1	100	4e-58	  194
Phel_contig_10329	PMI_001744-RA	76.13	930	137	11	2	2614	986	1889	0.0	 1296
Phel_contig_10330	PMI_000827-RA	84.41	186	29	0	4946	4389	1	186	2e-93	  302
Phel_contig_10331	PMI_016855-RA	66.43	286	95	1	1119	265	1	286	3e-129	  380
Phel_contig_10332	PMI_002385-RA	75.00	280	34	2	113	952	1	244	2e-137	  396
Phel_contig_10333	PMI_018945-RA	43.37	196	100	4	3	575	129	318	3e-38	  140
Phel_contig_10334	PMI_024375-RA	91.49	141	12	0	1880	1458	1	141	3e-84	  269
Phel_contig_1034	PMI_011725-RA	85.21	338	46	1	157	1170	1	334	0.0	  569
Phel_contig_10344	PMI_011612-RA	84.75	118	18	0	3595	3242	24	141	2e-55	  191
Phel_contig_10346	PMI_018710-RA	81.52	330	44	2	44	1033	144	456	2e-174	  508
Phel_contig_10349	PMI_015292-RA	86.49	296	28	4	5752	4901	103	398	8e-141	  445
Phel_contig_10350	PMI_004204-RA	61.64	146	50	2	206	625	1	146	8e-33	  124
Phel_contig_10354	PMI_005034-RA	57.88	425	86	4	1802	528	12	343	2e-157	  461
Phel_contig_10355	PMI_026378-RA	71.21	198	34	3	3345	2818	1	197	1e-70	  237
Phel_contig_10358	PMI_000056-RA	88.46	156	16	1	2457	1996	37	192	2e-76	  251
Phel_contig_10365	PMI_005964-RA	85.93	135	19	0	196	600	1	135	6e-82	  252
Phel_contig_10366	PMI_003149-RA	37.66	77	44	2	693	917	40	114	2e-07	51.2
Phel_contig_10368	PMI_017684-RA	85.91	149	20	1	1834	1391	6	154	6e-83	  261
Phel_contig_10369	PMI_019082-RA	74.31	218	51	1	3034	2396	312	529	8e-112	  359
Phel_contig_1037	PMI_010248-RA	87.90	248	22	3	2819	2094	1	246	1e-145	  436
Phel_contig_10370	PMI_026878-RA	81.93	83	15	0	768	520	1	83	5e-46	  153
Phel_contig_10371	PMI_001432-RA	46.53	432	214	7	1886	618	306	729	5e-124	  387
Phel_contig_10373	PMI_013167-RA	64.48	290	85	4	1002	139	402	675	3e-93	  303
Phel_contig_10376	PMI_011389-RA	70.36	307	78	2	1959	1039	27	320	5e-145	  431
Phel_contig_10378	PMI_005629-RA	67.52	311	80	2	1677	748	17	307	3e-148	  434
Phel_contig_10381	PMI_016205-RA	83.61	244	31	1	293	1024	3	237	1e-147	  424
Phel_contig_1039	PMI_006797-RA	29.03	217	122	11	2061	1429	235	425	4e-07	53.5
Phel_contig_10396	PMI_008212-RA	64.37	87	30	1	1	261	136	221	3e-34	  125
Phel_contig_10398	PMI_004624-RA	69.40	451	34	10	478	1830	10	356	0.0	  538
Phel_contig_104	PMI_008471-RA	76.31	536	73	4	4718	3153	557	1052	5e-167	  550
Phel_contig_10406	PMI_004293-RA	65.07	229	48	3	2548	3234	281	477	2e-83	  284
Phel_contig_10407	PMI_022069-RA	52.71	129	41	2	2046	1660	2	110	3e-10	60.1
Phel_contig_10409	PMI_019456-RA	40.36	384	193	4	2563	1418	103	452	2e-91	  303
Phel_contig_1041	PMI_025885-RA	88.79	116	13	0	985	1332	17	132	1e-65	  221
Phel_contig_10411	PMI_007181-RA	45.48	398	184	6	1978	3153	1070	1440	8e-94	  334
Phel_contig_10413	PMI_020051-RA	32.36	618	365	18	3174	1375	38	620	5e-94	  323
Phel_contig_10415	PMI_011076-RA	84.35	115	15	1	2066	1731	1	115	6e-60	  206
Phel_contig_10420	PMI_029303-RA	49.33	75	28	2	185	382	10	83	2e-08	50.1
