Phel_contig_100	PMI_000464-RA	75.80	500	67	6	9607	8120	13	462	0.0	  686
Phel_contig_1000	PMI_015227-RA	72.94	436	117	1	205	1512	31	465	0.0	  604
Phel_contig_10006	PMI_015289-RB	90.64	267	25	0	828	28	352	618	1e-160	  467
Phel_contig_10021	PMI_024230-RA	88.44	147	9	1	1394	1834	1	139	2e-70	  231
Phel_contig_10030	PMI_027421-RA	82.67	150	26	0	1998	1549	1	150	6e-83	  266
Phel_contig_10031	PMI_012814-RA	53.83	483	209	5	110	1528	1	479	9e-160	  473
Phel_contig_10034	PMI_011247-RA	82.89	643	98	3	3257	1338	1	634	0.0	 1041
Phel_contig_10040	PMI_010606-RA	69.52	456	74	5	1948	614	45	446	0.0	  602
Phel_contig_10044	PMI_017390-RA	49.22	256	120	5	756	1	644	893	3e-62	  226
Phel_contig_10049	PMI_001870-RA	77.59	415	91	2	1674	430	1	413	0.0	  682
Phel_contig_10050	PMI_022126-RA	70.06	167	50	0	2033	1533	9	175	4e-82	  264
Phel_contig_10053	PMI_017390-RA	49.22	256	120	6	756	1	644	893	9e-64	  223
Phel_contig_10060	PMI_007522-RA	59.33	386	151	2	1141	2	1440	1825	1e-95	  316
Phel_contig_10068	PMI_009187-RA	82.88	333	40	2	3	1001	93	408	0.0	  538
Phel_contig_10069	PMI_003256-RA	56.91	492	71	6	318	1793	258	608	3e-170	  515
Phel_contig_10074	PMI_026876-RA	86.13	137	6	1	323	733	1	124	4e-77	  233
Phel_contig_10081	PMI_028319-RA	77.78	126	27	1	139	513	1	126	6e-59	  188
Phel_contig_1009	PMI_025240-RA	71.30	338	96	1	2558	1545	1	337	8e-165	  488
Phel_contig_10090	PMI_017391-RA	64.82	307	71	3	2530	1610	160	429	7e-130	  399
Phel_contig_10096	PMI_007661-RA	96.92	422	13	0	2449	1184	30	451	0.0	  828
Phel_contig_101	PMI_019597-RA	73.13	469	104	1	2	1408	27	473	0.0	  734
Phel_contig_10101	PMI_009185-RA	87.54	321	29	1	963	1	82	391	0.0	  585
Phel_contig_10103	PMI_007896-RA	68.02	222	60	4	134	793	1	213	3e-74	  242
Phel_contig_10105	PMI_026140-RA	72.48	218	14	1	1519	2034	1	218	4e-95	  306
Phel_contig_10107	PMI_016257-RA	70.99	424	69	2	3065	1794	166	535	0.0	  581
Phel_contig_1011	PMI_005089-RA	60.41	197	70	2	3818	3228	8	196	1e-70	  237
Phel_contig_10111	PMI_005368-RA	64.77	281	88	1	731	1573	19	288	1e-125	  393
Phel_contig_10116	PMI_013255-RA	58.13	449	152	6	1	1332	42	459	1e-163	  479
Phel_contig_10117	PMI_013977-RA	77.65	170	25	3	10	510	11	170	6e-81	  249
Phel_contig_10119	PMI_020425-RA	90.84	273	25	0	574	1392	105	377	2e-157	  473
Phel_contig_1012	PMI_003954-RA	80.56	216	37	3	1142	1786	1	212	7e-109	  349
Phel_contig_10120	PMI_001661-RA	85.04	274	41	0	94	915	202	475	3e-174	  498
Phel_contig_10121	PMI_021841-RA	87.23	274	20	3	247	1056	131	393	2e-162	  481
Phel_contig_10127	PMI_015723-RA	60.13	612	66	8	2436	4271	288	721	0.0	  681
Phel_contig_10128	PMI_018723-RA	97.50	80	2	0	288	527	35	114	6e-51	  167
Phel_contig_1013	PMI_000048-RA	69.81	785	108	12	4325	1983	91	750	0.0	 1026
Phel_contig_10130	PMI_009411-RA	62.75	553	154	11	3911	2331	1764	2290	2e-121	  425
Phel_contig_10140	PMI_014046-RA	77.09	275	55	1	312	1112	49	323	3e-123	  375
Phel_contig_10149	PMI_017556-RA	76.79	168	38	1	1087	587	75	242	6e-81	  254
Phel_contig_10150	PMI_022946-RA	62.43	173	61	2	358	873	2	171	2e-69	  226
Phel_contig_1016	PMI_017846-RA	67.52	545	126	4	489	2066	1	513	0.0	  732
Phel_contig_10160	PMI_025878-RA	75.26	384	41	2	3340	2189	1	330	4e-178	  531
Phel_contig_10166	PMI_015077-RA	66.23	228	65	3	3	683	25	241	4e-99	  296
Phel_contig_10167	PMI_005901-RA	64.90	339	73	3	187	1197	1	295	9e-146	  427
Phel_contig_10172	PMI_024312-RA	70.34	290	39	1	1	870	108	350	1e-139	  417
Phel_contig_10176	PMI_023970-RA	67.84	199	34	1	49	555	13	211	7e-95	  278
Phel_contig_10188	PMI_013465-RA	86.22	479	45	1	699	2072	330	808	0.0	  830
Phel_contig_10189	PMI_004073-RA	69.51	164	48	2	3	491	503	665	6e-71	  237
Phel_contig_1019	PMI_016902-RA	64.38	730	189	10	7496	5337	1	669	0.0	  931
